word,segmentation,segment_type,related_words,notes
debauchery,debau.chery,verified,but.chery; trea.chery,"de.不要bau宝chery樱桃 n.屠杀 n. （涉及酒色毒的）败坏行为； n. 背叛行为 cherry 对比：bacchanalia : ""drunken revelry,"""
wanton,want.on,verified,,发音：王腾 wan 苍白无力的 馄饨 wonton 美 /ˈwɑːntɑːn/
unconscionable,un.consci.on.able,verified,consci.ence; consci.ous; consci.entious; sci.ence,良知 良心 意识清醒的 [kɒnʃiˈenʃəs] 勤勉认真一丝不苟的 科学
extravagant,extra.vag.ant,verified,vag.ue; vag.rant; ex.ag.ger.ation,第二个意思其实是在语言上“花了不该花的数量” 川普 模糊的 流浪汉 夸张 lavish 数量极大的；非常慷慨的； 奢侈的(58%)，浪费的(22%)，过度的(17%)，大量的(3%)
dissolute,dis.sol.ute,verified,re.sol.ute; ab.sol.ute; dis.sol.ve,联想：是resolute的反义词 [ ˈrezəluːt] adj. 坚定的 v. 溶解；解除（婚姻、长期合同、议会）；
abject,ab.ject,verified,re.ject; ab.jure,发誓放弃
recreant,re.cre.ant,verified,cre.ate; mis.cre.ant,需要重造的=>怯懦的 造错了的=>缺德的人、异端
pusillanimous,pu.sill.anim.ous,verified,magn.animous; un.animous,-animous 词根：想法 仁慈的，宽大的 [juˈnænɪməs] 意见一致的 心眼小：怯懦； 心眼大：仁慈宽大 craven ( formal ) 胆小的；胆怯的；怯懦的
embolden,em.bold.en,verified,em.body,v. 体现
intrepid,in.trep.id,verified,in.si; p.id,trepidation 对即将发生的坏事的恐惧和忧虑（16253） trap 无味道的；乏味的
propitiate,pro.piti.ate,verified,pro.piti.ous; pre.cipit.ate,[prəˈpɪʃəs](中等)吉利的 pity [ˈpɪti] 同情 怜悯 遗憾 使坏事发生 placate [pləˈkeɪt]
satire,sat.ire,verified,sat.irical; sat.ur.ate; sar.casm,形容词 （使湿透，使饱和）同源 n. 讽刺
satirical,satir.ic.al,verified,,satire 名词 derisive 嘲笑的，嘲弄的。 注意它与 讥讽的 意思不同
sardonic,sardon.ic,verified,sard.ine,sardo 撒丁岛 沙丁鱼 laconic 说话简短的 snub v.轻慢
snide,sn.ide,verified,sl.ide,stride
disdain,dis.dain,verified,or.dain; dain.ty,想象：dain 尊贵 授予圣职 娇小精致的 of 与 for 的区别；a of b 强调a是b的内在属性；for 强调a是b的对外影响；
contempt,con.tempt,verified,n.v,tempt 诱惑 disdain .
raillery,rail.lery,verified,persi.flage,想象：两根竹竿（rail）中间跳舞的游戏 n.（不友好也不太严重的）取笑 打趣
mordant,mord.ant,verified,,primordial 原始的；本能的 mor 词根“咬” morsel 一小口； remorse 后悔
caustic,caus.tic,verified,,cause caucus 领导班子 erode 动词 erosion 名词 erosive 不常用
acrimonious,acri.mon.ious,verified,acerb.ic; sanct.i.monious; pars.i.monious,尖刻的 假作圣人的 悭吝的
salacious,sala.cious,verified,,lascivious 性欲特别强的 salary 工资。salad 沙拉 smutty （informal) 意思一样 prurient 在性方面有过多兴趣的 lubricious 在性方面有过多兴趣以至于让人不适的 lascivious 有强烈性欲的 salacious （图片、文字）色情的 licentious 在性方面不道德的
prurient,prur.ient,verified,prur.itus,[prʊˈraɪtəs]（医学）瘙痒症 prude 对性问题大惊小怪的人 prudent 谨慎的 比较： prurient 在性方面有过多兴趣的 lubricious 在性方面有过多兴趣以至于让人不适的 lascivious 有强烈性欲的 salacious （图片、文字）色情的 licentious 在性方面不道德的
lubricious,lu.bric.ious,verified,lu.bric.ant,性欲强烈的（表现出让人不适） 润滑的，润滑剂 prurient 在性方面有过多兴趣的 lubricious 在性方面有过多兴趣以至于让人不适的 lascivious 有强烈性欲的 salacious （图片、文字）色情的 licentious 在性方面不道德的
erotic,erot.ic,verified,,erode v. 腐蚀
amorous,amor.ous,verified,,美英拼写都一样 amo u r 风流韵事 美英拼写都一样 armor 装甲；装甲部队 armour BrE:
wastrel,wastr.el,verified,,waste
improvident,im.provid.ent,verified,provid.ent; im.prov.ise,adj. 未雨绸缪的 v.即兴（演奏）
dissipate,dis.sip.ate,verified,dis.sip.ated; dis.solute,sip 小口嘬。作为词根是 汁液 放荡的；花天酒地的 adj. 放荡的 放纵的
spendthrift,spend.thrift,verified,,(42297) thrift n.节约 (11165) thrifty adj.节约的(20955) rift 分歧，裂缝 theft n.盗窃 prodigal 浪费的，挥霍的
summary,sum.mary,verified,,
excerpt,ex.cerpt,verified,,联想：互联网用语：切片 cerpt 与 carpet 同源，是拔毛的意思。 exertion 努力； precis 概要、大纲
precis,pre.cis,verified,pre.cise,概要 adj. 精确的 excerpt （音乐、电影的）摘录的 片段
syllabus,syl.lab.us,verified,syl.lable,"音节 curriculum /kəˈrɪkjələm/ 所有的课程 syllabus a list of the topics, books, etc."
synopsis,syn.op.sis,verified,sym.pos.ium,讨论会、座谈会
compendious,com.pend.ious,verified,com.pend.ium; pend.ulum,（书）汇编、概论 [ˈpendjələm] 钟摆
modest,mod.est,verified,,model 模型。模特儿。 moderate 适度的中等的 v.调节
continent,con.tin.ent,verified,con.tin.gent; per.tin.ent; abs.tin.ent,代表团；adj.取决于 相关的；相宜的； 饮食有度的
abstemious,ab.stem.ious,verified,ab.stin.ence,只吃菜杆的 stem n.茎；词干；v.阻止； [ˈæbstɪnəns] （名词）
liaison,li.ai.son,verified,,
licentious,li.cent.ious,verified,li.cense,prurient 在性方面有过多兴趣的 lubricious 在性方面有过多兴趣以至于让人不适的 lascivious 有强烈性欲的 salacious （图片、文字）色情的 licentious 在性方面不道德的
sensual,sens.ual,verified,sens.or; ens.ure,传感器 c 公开严厉的批评
nonchalant,non.chal.ant,verified,chall.enge; chal.ice,大酒杯 self-possessed （在困难环境下）冷静 泰然自若 unflappable (informal) 镇定的
apathetic,a.path.etic,verified,path.etic; sym.path.etic,联想：不可悲 =>冷漠 同情的=>可悲的 empathy sympathy 同情的 impassive ：无表情的(强调外在不表现，可能压抑了感情也可能没感情)；
munificent,muni.fic.ent,verified,muni.tions; am.muni.tion,军火 弹药 bountiful 大量的；慷慨的 remunerate 支付报酬
largesse,larg.esse,verified,,large -esse -ess 都是后缀
magnanimous,magn.anim.ous,verified,,. magnitude n.重要程度；星等；震级
pullulate,pull.ul.ate,verified,pro.pag.ate,传播( 65% )，繁殖( 31% )
palliative,palli.ative,verified,pall.id,的 苍白的 pall 浓密的云烟；棺罩；~ on 使乏味（21234） pale （人）苍白的。（颜色）黯淡的 泻药 purgative 轻泻剂 laxative /ˈlæksətɪv/
laconic,la.conic,verified,n.v,conic 圆锥的 sonic 超音速 lacquer 漆 lack .缺乏 sardonic 轻慢的 （来自意大利地名）
scruple,scru.ple,verified,scru.pul.ous; scru.tiny; scru.b; qu.alm,[ˈskru:pjələs] 小心谨慎的 n.详细检查 灌木、擦洗 （对自己行为的）顾虑，不安
punctilious,punct.il.ious,verified,punct.uate,v. 打断 ；加标点 meticulous 细心的 周详的
austere,au.stere,verified,asce.tic,这三个意思归结起来就是“苦行的” Au金 chaste 贞洁的，朴素的 清苦的
plunder,plun.der,verified,plun.ge; blun.der; plum.met,跳入； blunt 钝的 主要冲击：brunt n.愚蠢的错误 v.犯愚蠢的错误 ~ into; ~ around; ~ on; flounder 比目鱼 铅锤 havoc n. 浩劫 pillage v. 抢劫
procrastinate,pro.cras.tin.ate,verified,cras.tin.us,(Latin)属于明天的
tautology,taut.ology,verified,,taut 拉紧的； tauten 拉紧 嘲弄是 taunt /tɔːnt/
periphrasis,peri.phrasis,verified,peri.pheral; catch.phrase,phrase n.短语 外围的 [pəˈrɪfərəl] 流行语（现今名人说过的流行起来）
pleonasm,pleo.nasm,verified,plent.y,asm汇编语言 plethora n.数量上过剩 ； 多血症 verbiage n.连篇累牍晦涩难懂
verbiage,verbi.age,verified,verb.ose,形容词 pleonasm （语病）冗笔 赘述
verbose,verb.ose,verified,verbi.age,名词
prolix,pro.lix,verified,verb.ose; verbi.age,生僻词 wordy 35729 long-winded 28977 42300 adj. 31888 n. 连篇累赘；晦涩难懂 日常生活中用的最多的是一些短语： talk too much go on and on (about sth) ramble rabling waffle
slacker,slack.er,verified,,slack [ˈslæk] 松弛的 black indolent （formal） 不愿工作的 （词频 30486）
layabout,lay.about,verified,,lie about 动词
sprawl,spr.awl,verified,scr.awl; v.n; spr.out,.潦草地写字 发芽
lassitude,lass.itude,verified,lethar.gy,lass (苏格兰) 女孩 无精打采；缺乏热情；
condolence,con.dol.ence,verified,i.dol; a.dol.escent; in.dol.ent,爱豆 青春期的 ( formal ) 不爱干活的
indolent,in.dol.ent,verified,con.dol.ence; dol.or.ous,哀悼、慰问 悲痛的=doleful opulent 极端富裕的 slack 松弛的。萧条的。做事敷衍的。 slacker (informal) 逃避工作的人
hidebound,hide.bound,verified,in.bound; out.bound; east.bound,hide 隐藏、兽皮 入站的 出站的 朝东走的
restive,rest.ive,verified,rest.less,坐立不安的，不耐烦的
reckless,reck.less,verified,reck.on,认为；估计；
precipitate,pre.cipi.tate,verified,pre.cipi.tation; pre.cip; pro.piti.ate,-cip- 头 （气象）降水。 .ice [ˈpresəpɪs] 悬崖 v.取悦，使息怒 electrostatic precipitator 静电除尘
remiss,re.miss,verified,re.miss.ion; dis.miss,n. 病、刑、费用的缓解 v.不予考虑；解散； 注意：be adj. of sb. 是一个通用的语法结构，虽然不是那么常见。
negligent,neg.lig.ent,verified,neg.ative; neg.lect; neg.lig.ible,neg=; lig= lect v. 疏忽 （事）微不足道的 （人）疏忽的 粗心的(90%)，不在意的(10%)
advert,ad.vert,verified,ad.vert.ise; ad.vert.ise.ment,作为词根是“注意”的意思 动词 a .ver .se 反对的，不愿意的； = commercial
inadvertently,in.advert.ent.ly,verified,,advert （BrE informal）n.广告
obloquy,ob.loquy,verified,col.loqu.ium; ob.sequi.es; op.probr.ium,公开抨击、辱骂、耻辱 这三个意思其实是很难分开的。尤其这里“耻辱”这个意思不是指状态，是指行为。 学术研讨会 葬礼 众人的责难
lambaste,lam.baste,verified,,44013 lame 瘸的；没有说服力的 baste 大骂；往肉上浇卤汁
ardour,ard.our,verified,ard.or; ard.ent; ard.uous; ferv.our; ferv.or,形容词 艰难的(尤其是涉及长时间努力的)
bonny,bon.ny,verified,bun.ny,bon 词根：好 兔子 boon to/for sb. 非常有用的东西；益处
stricture,strict.ure,verified,struct.ure; re.strict; re.strict.ion,strict 严格的 v. 约束 n.限制性的法规
censure,cens.ure,verified,cens.us; in.cense; in.centive,词根cens 火 人口普查（烙牛屁股一样烙人） （庙里的）香；激怒； n.激励 刺激 obloquy n. 公开的抨击。耻辱。
reprehensible,re.prehen.sible,verified,,comprehensible 可理解的 apprehensive 忧虑的
reprobate,re.prob.ate,verified,prob.ate; re.prove,验证（遗嘱） 指责 prove
reproach,re.proach,verified,ap.proach,接近 obloquy 不是那个丢脸的状态，而是事实
truculent,truc.ul.ent,verified,ob.stre.per.ous; pugn.acious,lent lend lent lent truck 卡车 喧闹 并桀骜不驯的 强调爱挑衅爱争吵的个性 类似pugnacious但是暴力程度上升好几档
ferocious,fero.cious,verified,vi.cious; fer.al,凶的，凶猛的，凶恶的； / ˈferəl/ 野生的（尤指喂养后逃脱的） fierce 凶猛的
virulent,viru.lent,verified,,virus
ruffian,ruff.ian,verified,ruff.le; raff.ish,28572 弄乱（头发、心神） (人的行为衣着等) 放荡不羁的 villain 小说中的反面人物，恶棍
atrocious,atro.cious,verified,atro.city,n.（尤指战争中的）残暴行为
curmudgeon,cur.mud.geon,verified,bur.geon; dun.geon; pi.geon,老年人骂泥土 激增 地牢 scurrilous 用恶语诽谤的； cantankerous adj . 脾气坏且抱怨不休的
cantankerous,can.tanker.ous,verified,kero.sene; cur.mud.geon; scu.rri.lous,想象：敢.坦克人.ous 肯定是抱怨很多 [ˈkerəsiːn] 煤油 n.脾气坏的人（常指老人） 用恶语毁谤的
fractious,fract.ious,verified,re.fract.ory; fract.ion,ious:具有...性质的 fracture 骨折 很难治疗的；难以驾驭的 分数 peevish 爱生气的 脾气坏的 易怒的(73%)，脾气不好的(9%)，表示不满的(9%)，捣乱的(9%)
amicable,ami.cable,verified,,cable 电缆 amiable 和蔼可亲的，亲切的 genial：friendly and cheerful anodyne adj.不得罪人的；不表达强烈观点的；
submissive,sub.miss.ive,verified,,subordinate 从属的，次要的 amenable 听话的，顺从的
amenable,a.men.able,verified,ami.cable; ami.able,一个人的能力 讲礼貌不争执的那种 喜欢人也招人喜欢的 menial 不需要技巧的，枯燥的，报酬低的 比较：submissive 唯命是从的
genial,geni.al,verified,geni.us; gener.al; ami.cable; ami.able,想象：80年代街上小孩看到外国人 天才 一般的 将军 礼貌友善不争论的 （没有说cheerful） 和蔼可亲的；亲切友好的 （没有说cheerful）
clement,cle.ment,verified,cle.mency; cle.ment.ine,名词 小柑橘 san clemente 圣克拉门托 temperate adj.温度适宜的。心平气和的
gloat,gl.oat,verified,gl.ee; fl.oat; bl.oat,名词 g. oat 山羊； oat 燕麦； v.使膨胀；使肿胀 （25740）
rapture,rap.ture,verified,en.rap.ture; rav.ish; rhap.sody,n. 狂喜 v. 使狂喜 v. 使狂喜；多一个“强奸”的意思 狂想曲 (多个h)
unfettered,un.fetter.ed,verified,,fetter 脚镣 束缚
gaiety,gai.ety,verified,,gay jocund adj.
blithe,bli.the,verified,li.the,（身体）柔软易弯曲的 就是不在乎体形的
jocund,jo.cund,verified,rubi.cund; fe.cund,高兴的，快乐的 脸色健康红润的 （生育）多产的
frolic,fro.lic,verified,,frog rollicking 嬉闹的。斥责 gambol v. 跳跃嬉戏
rollicking,rol.lick.ing,verified,v.n,lick v. 舔 frolic . gambol v. 跳跃嬉戏
enrapture,en.rap.ture,verified,rap.ture,v. 使狂喜 n. 狂喜 ravish v. 使狂喜；多一个“强奸”的意思 rhapsody 狂想曲 (多个h)
presumptuous,pre.sump.tuous,verified,sump.tuous; pre.sump.tion; per.empt.ory,[ˈsʌmptʃuəs] 华贵的 n. 狂妄。推测。 temerity n. （极端自信的）粗鲁 重点在立刻执行，不允许质疑（没说傲慢） imperious [ɪmˈpɪəriəs] 傲慢而且要求对方服从的。 presumptuous 自负并且不尊重人的（没说要对方服从）
peremptory,per.empt.ory,verified,,重点在立刻执行，不允许质疑（没说傲慢） empty imperious /ɪmˈpɪəriəs/ 傲慢而且要求对方服从的。 presumptuous 自负并且不尊重人的（没说要对方服从） imperative 迫切的，重要的，权威的。祈使的
imperious,imper.ious,verified,imper.ial; imper.ative; per.empt.ory,这个含义确实跟帝国有关 帝国的 又重要又紧急的；权威的 重点在立刻执行，不允许质疑（没说傲慢） imperious 傲慢而且要求对方服从的。 presumptuous 自负并且不尊重人的（没说要对方服从）
arbitrary,ar.bitr.ary,verified,ar.bitr.ator; ar.bit.er,[ˈɑːbɪtreɪtə] 仲裁人 仲裁人 le pouvoir arbitraire 法语 the power arbitrary 形容封建君主的专制权力
obstreperous,ob.stre.per.ous,verified,,stripe 条纹 stripper 脱衣舞女 recalcitrant : 不服从的（但是没说喧闹）
intractable,in.tract.able,verified,de.tract.or,tract 连接器官的“束带”；大片的土地“地带”； tractor 拖拉机 贬低者 touchy adj. （人、事）敏感，容易触犯人的； intransigent (人）不愿意妥协，不肯让步的
pronounced,pro.noun.ce.d,verified,pro.noun.ce,动词 不存在 enunciated，只有 enunciate 动词
tenacious,ten.acious,verified,obs.tin.ate; per.tin.acious,固执的；棘手的 pertinacity tenacity ten- 手持 ；-acious 形容词后缀
recalcitrant,re.calci.trant,verified,calci.um; en.trant,尥蹶子 钙 参赛者；新成员；
intransigent,in.transi.gent,verified,transi.ent,(人）不愿意妥协，不肯让步的 adj. 短暂的 intractable （问题或人） 很难对付的，很难处理的 touchy adj. （人、事）敏感，容易触犯人的；
obdurate,ob.dur.ate,verified,per.tin.acious,obstinate 顽固的、棘手的 坚定不移的
captivating,captiv.ating,verified,captiv.ate; adj.n; capit.ation,v. 使着迷 captive . 被关起来的 n.人头税
beguiling,be.gui.ling,verified,,联想： 有图形界面的
susceptibility,sus.cepti.bility,verified,de.bility; sus.cept.ible,（因病）虚弱 形容词
spindly,spind.ly,verified,spind.le,联想：细脚伶仃像个圆规 实体轴 纺锤 spin 旋转 lanky 瘦长而行动笨拙的
frail,fr.ail,verified,fl.ail; frag.ile,偏向“瘦弱” ail v. 困扰。使生病 连枷;胡乱摆动;连续猛击 易碎的 纤细精巧的
lissom,liss.om,verified,,
flaccid,flacc.id,verified,,flabby 松弛的，无肌肉的
enervate,e.nerv.ate,verified,e.mac.iate,nerve 神经；勇气 使消瘦
emaciated,e.mac.i.ated,verified,mac.er.ate; e.nerv.ate,. 泡发 使虚弱
debility,de.bility,verified,a.bility,effete adj. 衰弱的；像女人一样软弱的
fracas,frac.as,verified,frac.ture,骨折
hullabaloo,hull.aba.loo,verified,hub.bub,都是l，没有r，因为喧闹中只能传出这个音 hull 船壳 balloon 气球 喧闹声
pandemonium,pan.demon.ium,verified,,demon [ˈdiːmən] 魔鬼
